RENTAL_ZONE_HAL_ID,RENTAL_ZONE_HAL_SRC,NAME,CODE,TYPE,CITY,COUNTRY,LATITUDE,LONGITUDE,POI_AIRPORT_X,POI_LONG_DISTANCE_TRAINS_X,POI_SUBURBAN_TRAINS_X,POI_UNDERGROUND_X,ACTIVE_X,COMPANY,COMPANY_GROUP
50755,Standort,Barbarossaplatz,40026740,normal,K├Čln,Deutschland,"6,941426066700000","50,929039587400000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50785,Standort,Breite Strasse/Neue Langgasse/U-Bahn,40027095,normal,K├Čln,Deutschland,"6,950618400000000","50,938903260700000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50834,Standort,Uni Albertus-Magnus-Platz,40030038,normal,K├Čln,Deutschland,"6,928424376300000","50,927985352200000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50835,Standort,Uni Albertus-Magnus-Platz,40030040,normal,K├Čln,Deutschland,"6,928424376300000","50,927985352200000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50836,Standort,Uni Heilp├żdagogik Haus 213,40030042,normal,K├Čln,Deutschland,"6,921024450300000","50,933659741900000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50870,Standort,Eigelstein/Ebertplatz,40030554,normal,K├Čln,Deutschland,"6,956884699500000","50,949074010600000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53486,Standort,Tal (Sparkassenstr),88009940,normal,M├╝nchen,Deutschland,"11,579183350200000","48,136185428500000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53487,Standort,Tal (Sparkassenstr),88009942,normal,M├╝nchen,Deutschland,"11,577447052700000","48,136756857200000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53648,Standort,Goldsteinstra├¤e / Hahnstra├¤e,6052800001,normal,Frankfurt am Main,Deutschland,"8,632937601500000","50,084668562200000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53909,Standort,Fran├¦ois-Mitterrand-Platz,60003104,normal,Frankfurt am Main,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54372,Standort,Goetheplatz,,normal,M├╝nchen,Deutschland,"11,558055560000000","48,129444440000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54487,Standort,M├╝nchner Freiheit,,normal,M├╝nchen,Deutschland,"11,587615096200000","48,163637812200000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54567,Standort,The Coffee Store,,normal,K├Čln,Deutschland,"6,952250420600000","50,939732973000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62444,Standort,7420 B├Čheimstra├¤e,7420,normal,Stuttgart,Deutschland,"9,153930000000000","48,759370000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62685,Standort,7410 Erwin-Schoettle-Platz,7410,normal,Stuttgart,Deutschland,"9,160030000000000","48,762100000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62689,Standort,7400 Marienplatz,7400,normal,Stuttgart,Deutschland,"9,168110000000000","48,764500000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62718,Standort,7310 Schwabstra├¤e,7310,normal,Stuttgart,Deutschland,"9,158680000000000","48,770800000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62721,Standort,7315 Feuersee,7315,normal,Stuttgart,Deutschland,"9,164370000000000","48,772300000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62724,Standort,7130 T├╝binger Stra├¤e,7130,normal,Stuttgart,Deutschland,"9,173041897275350","48,770695127281910",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62726,Standort,7140 Wilhelmsplatz,7140,normal,Stuttgart,Deutschland,"9,178740000000000","48,771100000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62728,Standort,7120 Roteb├╝hlplatz,7120,normal,Stuttgart,Deutschland,"9,171955602624319","48,774812459613656",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62969,Standort,7110 Eberhardstra├¤e,7110,normal,Stuttgart,Deutschland,"9,178010000000000","48,773200000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62970,Standort,7115 Leonhardsplatz,7115,normal,Stuttgart,Deutschland,"9,180570000000000","48,773700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62971,Standort,7300 Bebelstra├¤e,7300,normal,Stuttgart,Deutschland,"9,155280000000000","48,775200000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62974,Standort,7335 Johannesstra├¤e,7335,normal,Stuttgart,Deutschland,"9,159070000000000","48,780700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62975,Standort,7320 Breitscheidstra├¤e,7320,normal,Stuttgart,Deutschland,"9,167510000000000","48,779000000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62977,Standort,7128 Theodor-Heuss-Stra├¤e,7128,normal,Stuttgart,Deutschland,"9,173870000000000","48,777300000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62979,Standort,7030 Theodor-Heuss-Stra├¤e,7030,normal,Stuttgart,Deutschland,"9,176801013209722","48,779565391298640",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62980,Standort,7035 Kleiner Schlo├¤platz,7035,normal,Stuttgart,Deutschland,"9,176210000000000","48,778100000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62982,Standort,7060 Landesbibliothek,7060,normal,Stuttgart,Deutschland,"9,185650000000000","48,777000000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62983,Standort,7020 Universit├żt,7020,normal,Stuttgart,Deutschland,"9,175390000000000","48,782400000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62985,Standort,7016 K├Čnigstra├¤e,7016,normal,Stuttgart,Deutschland,"9,180290000000000","48,781907000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62990,Standort,7010 K├Čnigstra├¤e,7010,normal,Stuttgart,Deutschland,"9,181890000000000","48,782572000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62991,Standort,7065 Jugendherberge,7065,normal,Stuttgart,Deutschland,"9,191205816724203","48,780068408444826",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62992,Standort,7070 Neckartor,7070,normal,Stuttgart,Deutschland,"9,190710000000000","48,786500000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62996,Standort,7610 Wilhelmsplatz,7610,normal,Stuttgart,Deutschland,"9,215790000000000","48,802500000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62997,Standort,7600 Bad Cannstatt Bahnhof,76003,normal,Stuttgart,Deutschland,"9,218300000000000","48,801700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62999,Standort,7635 Mercedes-Benz-Museum,7635,normal,Stuttgart,Deutschland,"9,235380000000000","48,788900000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
63000,Standort,7525 Ostendplatz,7525,normal,Stuttgart,Deutschland,"9,207989005727760","48,785880294084670",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94126,Standort,7340 Paul Gerhardt Platz,7340,normal,Stuttgart,Deutschland,"9,146840000000000","48,775500000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94127,Standort,7145 Olgastra├¤e,7145,normal,Stuttgart,Deutschland,"9,180580000000000","48,769500000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
94585,Standort,7308 Johannesstra├¤e,7308,normal,Stuttgart,Deutschland,"9,162210000000000","48,776700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95237,Standort,7014 Lautenschlagerstra├¤e,7014,normal,Stuttgart,Deutschland,"9,179780000000000","48,782900000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95238,Standort,7425 S├╝dheimer Platz,7425,normal,Stuttgart,Deutschland,"9,144390000000000","48,756600000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95239,Standort,7540 Wagenburgstra├¤e,7540,normal,Stuttgart,Deutschland,"9,208230000000000","48,781000000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
95251,Standort,7240 Herdweg,7240,normal,Stuttgart,Deutschland,"9,162390000000000","48,786700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
103510,Standort,Bonn Hbf,5300,normal,Bonn,Deutschland,"7,098620000000000","50,731700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
104359,Standort,D├╝sseldorf Hbf,4000,normal,D├╝sseldorf,Deutschland,"6,792290000000000","51,220300000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
109584,Standort,7102 Rathaus,7102,normal,Stuttgart,Deutschland,"9,179230000000000","48,774900000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
111444,Standort,Braunschweig Hbf,3800,normal,Braunschweig,Deutschland,"10,539944000000000","52,253080000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
112114,Standort,Goetheplatz,,normal,M├╝nchen,Deutschland,"11,558510000000000","48,129186000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
112955,Standort,Hannover Hauptbahnhof,3000,normal,Hannover,Deutschland,"9,742082000000000","52,377937000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
113120,Standort,Mannheim Hbf,6800,normal,Mannheim,Deutschland,"8,470980000000000","49,479290000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114045,Standort,Mainz Hbf,5500,normal,Mainz,Deutschland,"8,259560000000000","50,000700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114276,Standort,Freiburg Hbf,7900,normal,Freiburg,Deutschland,"7,841954000000000","47,997399000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114278,Standort,Bremen Hbf,2800,normal,Bremen,Deutschland,"8,812398000000000","53,082919000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
114281,Standort,Oldenburg (Oldb)  Hbf,2600,normal,Oldenburg (Oldb),Deutschland,"8,222902000000000","53,143427000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
117076,Standort,Weimar Hbf,9970,normal,Weimar,Deutschland,"11,327300000000000","50,991100000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
119101,Standort,Fulda Bhf,3600,normal,Fulda,Deutschland,"9,684600000000000","50,555300000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
119809,Standort,Diesterwegstra├¤e / Schweizer Platz,6059400012,normal,Frankfurt am Main,Deutschland,"8,681084000000000","50,101706000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128493,Standort,Aschaffenburg Hbf,6370,normal,Aschaffenburg,Deutschland,"9,144816000000000","49,980247000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128494,Standort,Bamberg Bf,9600,normal,Bamberg,Deutschland,"10,899743000000000","49,901310000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128496,Standort,Darmstadt Hbf,6420100,normal,Darmstadt,Deutschland,"8,631084000000000","49,871651000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128500,Standort,Erlangen Hbf,9100,normal,Erlangen,Deutschland,"11,002000000000000","49,595700000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128501,Standort,Hanau Hbf,6340,normal,Hanau,Deutschland,"8,930160000000000","50,121600000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128502,Standort,Heidelberg Hbf,6900,normal,Heidelberg,Deutschland,"8,676090000000000","49,404400000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128504,Standort,Magdeburg Hbf,3900,normal,Magdeburg,Deutschland,"11,625300000000000","52,130600000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
128510,Standort,W├╝rzburg Hbf,9700,normal,W├╝rzburg,Deutschland,"9,935180000000000","49,801400000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
129477,Standort,Teststandort f├╝r interne Tests,54321,normal,Hamburg,Deutschland,,,Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
130493,Standort,Leonardo-da-Vinci Allee / August-Euler Allee,6048600010,normal,Frankfurt am Main,Deutschland,"8,622892000000000","50,113852000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
131543,Standort,Landungsbr├╝cke/Hafentor,2621,normal,Hamburg,Deutschland,"9,972300000000000","53,545700000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131546,Standort,Fischmarkt/Breite Stra├¤e,2112,normal,Hamburg,Deutschland,"9,950880000000000","53,546200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131547,Standort,Paulinenplatz/Wohlwillstra├¤e,2613,normal,Hamburg,Deutschland,"9,962460000000000","53,554200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131639,Standort,Burgstra├¤e/Hammer Landstra├¤e,2561,normal,Hamburg,Deutschland,"10,041298000000000","53,555693000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131640,Standort,Innocentiapark/Oberstra├¤e,2233,normal,Hamburg,Deutschland,"9,982110000000000","53,577248000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131641,Standort,Goebenstra├¤e/Eppendorfer Weg,2242,normal,Hamburg,Deutschland,"9,963063000000000","53,577579000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131642,Standort,Osterstra├¤e/Bismarckstra├¤e,2223,normal,Hamburg,Deutschland,"9,962395000000000","53,573183000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131643,Standort,Christuskirche/Fruchtallee,2222,normal,Hamburg,Deutschland,"9,963090000000000","53,569500000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131644,Standort,Eimsb├╝tteler Stra├¤e/Waterloostra├¤e,2135,normal,Hamburg,Deutschland,"9,953400000000000","53,566200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131645,Standort,Ottenser Marktplatz/Museumsstra├¤e,2114,normal,Hamburg,Deutschland,"9,934844000000000","53,547905000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131646,Standort,Bahnhof Altona Ost/Max-Brauer-Allee,2121,normal,Hamburg,Deutschland,"9,936005000000000","53,552121000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131647,Standort,Kurze M├╝hren/Spitalerstra├¤e,2535,normal,Hamburg,Deutschland,"10,004150000000000","53,552611000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131648,Standort,Schulterblatt/Eifflerstra├¤e,2132,normal,Hamburg,Deutschland,"9,960990000000000","53,562709000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131649,Standort,Gro├¤e Bergstra├¤e / Jessenstra├¤e,2115,normal,Hamburg,Deutschland,"9,945760000000000","53,551200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131650,Standort,K├Čnigstra├¤e / Struenseestra├¤e,2113,normal,Hamburg,Deutschland,"9,942410000000000","53,547100000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131651,Standort,Kurt-Schumacher-Allee / Nagelsweg,2643,normal,Hamburg,Deutschland,"10,016000000000000","53,551700000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131652,Standort,Berliner Tor / Berlinertordamm,2645,normal,Hamburg,Deutschland,"10,024600000000000","53,553300000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131653,Standort,Zentralbibliothek / M├╝nzstra├¤e,2641,normal,Hamburg,Deutschland,"10,008849000000000","53,550332000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131654,Standort,Steinstra├¤e / Deichtorplatz,2638,normal,Hamburg,Deutschland,"10,005325000000000","53,548562000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131872,Standort,Hauptbahnhof West / Glockengie├¤er Wall,2536,normal,Hamburg,Deutschland,"10,004553000000000","53,553676000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131873,Standort,Hauptbahnhof Ost / Hachmannplatz,2541,normal,Hamburg,Deutschland,"10,007652000000000","53,554307000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131875,Standort,Jacobikirche / Steinstra├¤e,2637,normal,Hamburg,Deutschland,"10,001500000000000","53,550300000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131877,Standort,Me├¤berg / Willy-Brandt-Stra├¤e,2634,normal,Hamburg,Deutschland,"9,998774000000000","53,547805000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131879,Standort,Jungfernstieg / Ballindamm,2533,normal,Hamburg,Deutschland,"9,995501000000000","53,552244000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131880,Standort,M├Čnckebergstra├¤e / Rosenstra├¤e,2636,normal,Hamburg,Deutschland,"9,997140000000000","53,550722000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131881,Standort,Universit├żt / Schl├╝terstra├¤e,2214,normal,Hamburg,Deutschland,"9,986076000000000","53,566972000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131882,Standort,Universit├żt / Moorweidenstra├¤e,2212,normal,Hamburg,Deutschland,"9,987659000000000","53,563755000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131883,Standort,Bahnhof Dammtor Nord // Theodor-Heuss-Platz,2211,normal,Hamburg,Deutschland,"9,990430000000000","53,561400000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131884,Standort,G├żnsemarkt / B├╝schstra├¤e,2524,normal,Hamburg,Deutschland,"9,990091000000000","53,556282000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131885,Standort,R├Čdingsmarkt / Gro├¤er Burstah,2632,normal,Hamburg,Deutschland,"9,986950000000000","53,548300000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131887,Standort,Enckeplatz / H├╝tten,2624,normal,Hamburg,Deutschland,"9,976950000000000","53,552400000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131888,Standort,Messehallen / Marktstra├¤e,2511,normal,Hamburg,Deutschland,"9,975346000000000","53,558518000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131889,Standort,Bahnhof Altona West / Busbahnhof,2122,normal,Hamburg,Deutschland,"9,933870000000000","53,551800000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131890,Standort,Neuer Pferdemarkt / Beim Gr├╝nen J├żger,2131,normal,Hamburg,Deutschland,"9,963824000000000","53,558869000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131902,Standort,Reeperbahn / K├Čnigstra├¤e,2111,normal,Hamburg,Deutschland,"9,954934000000000","53,549501000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
131905,Standort,Millerntorplatz/St.Pauli,2612,normal,Hamburg,Deutschland,"9,970330000000000","53,551000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
135647,Standort,Konstablerwache,6031100010,normal,Frankfurt am Main,Deutschland,"8,686701000000000","50,114156000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
137994,Standort,Harvestehuder Weg / Alte Rabenstra├¤e,2213,normal,Hamburg,Deutschland,"10,001100000000000","53,567200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
137995,Standort,Hallerstra├¤e / Rohtenbaumchaussee,2231,normal,Hamburg,Deutschland,"9,988801000000000","53,572081000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138372,Standort,Uhlandstra├¤e / Eingang Nord,2315,normal,Hamburg,Deutschland,"10,026700000000000","53,565000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138375,Standort,Lerchenfeld / Uferstra├¤e,2322,normal,Hamburg,Deutschland,"10,031800000000000","53,567000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138376,Standort,Jarrestra├¤e / Rambatzweg,2364,normal,Hamburg,Deutschland,"10,021100000000000","53,584000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138378,Standort,Hudtwalckerstra├¤e / Bebelallee,2369,normal,Hamburg,Deutschland,"9,995750000000000","53,594300000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138379,Standort,Stadthausbr├╝cke / Neuer Wall,2521,normal,Hamburg,Deutschland,"9,986594000000000","53,549672000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138380,Standort,Jungfernstieg / Neuer Jungfernstieg,2523,normal,Hamburg,Deutschland,"9,991400000000000","53,555000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138382,Standort,Bahnhof Dammtor S├╝d / Marseiller Stra├¤e,2528,normal,Hamburg,Deutschland,"9,989630000000000","53,560200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138383,Standort,Kleine Rosenstra├¤e / Gerhart-Hauptmann-Platz,2534,normal,Hamburg,Deutschland,"9,998430000000000","53,551600000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138384,Standort,Lange Reihe / Kirchenallee,2542,normal,Hamburg,Deutschland,"10,008200000000000","53,555200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138385,Standort,Lange Reihe / Lohm├╝hlenpark,2544,normal,Hamburg,Deutschland,"10,014900000000000","53,559900000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138386,Standort,Michaeliskirche / Krayenkamp,2622,normal,Hamburg,Deutschland,"9,979420000000000","53,547975000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138387,Standort,M├Čnckebergstra├¤e / Steintorwall,2639,normal,Hamburg,Deutschland,"10,005400000000000","53,551600000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
138389,Standort,Steindamm / Stralsunder Stra├¤e,2644,normal,Hamburg,Deutschland,"10,013306000000000","53,554216000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139498,Standort,Chemnitzstra├¤e / Max-Brauer-Allee,2116,normal,Hamburg,Deutschland,"9,942860000000000","53,555300000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139501,Standort,Sternschanze / Eingang D├żnenweg,2133,normal,Hamburg,Deutschland,"9,969250000000000","53,564227000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
139508,Standort,Eppendorfer Baum / Isestra├¤e,2235,normal,Hamburg,Deutschland,"9,984410000000000","53,583200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140790,Standort,Hammerbrook / Sachsenfeld,2651,normal,Hamburg,Deutschland,"10,024042000000000","53,546011000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140791,Standort,Lohm├╝hlenstra├¤e / Steindamm,2646,normal,Hamburg,Deutschland,"10,019900000000000","53,557200000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140793,Standort,Martinistra├¤e / Haupteingang Klinikum,2373,normal,Hamburg,Deutschland,"9,975715000000000","53,588918000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140794,Standort,K├╝mmellstra├¤e / Robert-Koch-Stra├¤e,2372,normal,Hamburg,Deutschland,"9,986730000000000","53,590237000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140795,Standort,Kellinghusenstra├¤e / Loogeplatz,2371,normal,Hamburg,Deutschland,"9,991125000000000","53,588516000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140796,Standort,Goldbekplatz / Semperstra├¤e,2363,normal,Hamburg,Deutschland,"10,010000000000000","53,583800000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140799,Standort,Mundsburg / Sch├╝rbeker Stra├¤e,2323,normal,Hamburg,Deutschland,"10,027100000000000","53,569600000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140800,Standort,Eduard-Rhein-Ufer / Schwanenwik,2321,normal,Hamburg,Deutschland,"10,016200000000000","53,567700000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140801,Standort,Wartenau / L├╝becker Stra├¤e,2314,normal,Hamburg,Deutschland,"10,034100000000000","53,563600000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140802,Standort,Landwehr / Ramazan-Avci-Platz,2313,normal,Hamburg,Deutschland,"10,037022000000000","53,561109000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140803,Standort,L├╝becker Stra├¤e / Marienkrankenhaus,2312,normal,Hamburg,Deutschland,"10,028500000000000","53,559700000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
140804,Standort,Isestra├¤e / Hoheluftbr├╝cke,2241,normal,Hamburg,Deutschland,"9,977210000000000","53,578000000000000",Nein,Nein,Nein,Nein,Ja,StadtRAD Hamburg,Call a Bike
142325,Standort,Warnem├╝nde Bf,1810,normal,Warnem├╝nde,Deutschland,"12,090780000000000","54,177041000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142328,Standort,Rostock Hbf,1800,normal,Rostock,Deutschland,"12,129958000000000","54,077671000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142339,Standort,L├╝beck Hbf,2350,normal,L├╝beck,Deutschland,"10,669517000000000","53,867993000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142638,Standort,Halle Hbf ,610,normal,Halle,Deutschland,"11,986355000000000","51,476814000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
142999,Standort,G├Čttingen Bhf,3700,normal,G├Čttingen,Deutschland,"9,926802000000000","51,536252000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
143003,Standort,Kiel Hauptbahnhof,24105,normal,Kiel,Deutschland,"10,131149000000000","54,314865000000000",Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
